time,agegroup
1871,16854,40
1872,16854,55
1873,16855,30
1874,16856,40
1875,16864,35
1876,16864,40
1877,16865,50
1878,16869,30
1879,16869,35
1880,16871,30
1881,16873,35
1882,16875,35
1883,16875,35
1884,16878,30
1885,16878,45
1886,16879,45
1887,16880,40
1888,16882,45
1889,16883,40
1890,16887,40
1891,16888,30
1892,16889,50
1893,16891,35
1894,16893,35
1895,16894,30
1896,16894,40
1897,16896,50
1898,16898,45
1899,16902,45
1900,16904,30
1901,16905,30
1902,16905,40
1903,16913,30
1904,16913,30
1905,16915,50
1906,16916,30
1907,16917,45
1908,16918,35
1909,16920,35
1910,16920,40
1911,16922,40
1912,16922,40
1913,16922,45
1914,16923,35
1915,16923,45
1916,16926,40
1917,16928,45
1918,16933,35
1919,16934,45
1920,16936,30
1921,16936,55
1922,16939,30
1923,16940,45
1924,16942,55
1925,16943,35
1926,16944,35
1927,16945,35
1928,16946,40
1929,16948,35
1930,16948,45
1931,16949,30
1932,16950,45
1933,16951,45
1934,16952,30
1935,16952,35
1936,16952,45
1937,16954,35
1938,16955,45
1939,16956,35
1940,16956,40
1941,16960,30
1942,16961,45
1943,16962,45
1944,16967,35
1945,16970,55
1946,16974,30
1947,16976,30
1948,16976,40
1949,16976,55
1950,16977,45
1951,16978,30
1952,16979,35
1953,16980,35
1954,16980,40
1955,16983,30
1956,16986,40
1957,16989,40
1958,16990,40
1959,16998,30
1960,17000,35
1961,17002,45
1962,17003,35
1963,17004,55
1964,17015,30
1965,17018,50
1966,17019,40
1967,17020,30
1968,17021,30
1969,17021,45
1970,17023,45
1971,17028,45
1972,17029,30
1973,17030,35
1974,17033,35
1975,17035,55
1976,17036,45
1977,17037,35
1978,17041,45
1979,17042,30
1980,17045,45
1981,17045,50
1982,17050,30
1983,17051,35
1984,17051,40
1985,17051,40
1986,17054,45
1987,17057,45
1988,17065,40
1989,17067,50
1990,17068,30
1991,17068,40
1992,17070,30
1993,17070,40
1994,17071,30
1995,17076,35
1996,17077,35
1997,17079,35
1998,17080,40
1999,17081,35
2000,17082,35
2001,17083,35
2002,17084,30
2003,17087,45
2004,17091,45
2005,17094,35
2006,17097,45
2007,17097,50
2008,17099,40
2009,17099,50
2010,17103,40
2011,17103,45
2012,17105,40
2013,17106,30
2014,17106,35
2015,17107,30
2016,17109,30
2017,17110,30
2018,17112,45
2019,17114,45
2020,17115,50
2021,17115,55
2022,17123,45
2023,17124,40
2024,17125,45
2025,17133,30
2026,17133,35
2027,17133,35
2028,17136,40
2029,17146,45
2030,17153,35
2031,17158,40
2032,17161,45
2033,17162,45
2034,17167,30
2035,17171,40
2036,17173,45
2037,17174,45
2038,17176,35
2039,17178,45
2040,17179,50
2041,17181,30
2042,17184,35
2043,17184,50
2044,17188,40
2045,17190,35
2046,17192,35
2047,17192,40
2048,17194,30
2049,17194,45
2050,17196,35
2051,17197,30
2052,17199,40
2053,17205,35
2054,17205,40
2055,17205,50
2056,17209,50
2057,17214,40
2058,17222,30
2059,17222,35
2060,17226,45
2061,17229,40
2062,17232,35
2063,17236,30
2064,17236,30
2065,17237,30
2066,17238,35
2067,17239,35
2068,17240,30
2069,17246,50
2070,17247,40
2071,17251,35
2072,17260,40
2073,17262,30
2074,17270,40
2075,17271,45
2076,17273,55
2077,17275,40
2078,17276,30
2079,17278,30
2080,17279,35
2081,17279,40
2082,17287,30
2083,17287,45
2084,17290,50
2085,17300,30
2086,17300,30
2087,17301,40
2088,17302,30
2089,17309,35
2090,17311,50
2091,17316,40
2092,17322,40
2093,17323,35
2094,17323,45
2095,17323,50
2096,17329,30
2097,17335,35
2098,17335,40
2099,17338,45
2100,17339,35
2101,17339,40
2102,17341,35
2103,17342,30
2104,17342,50
2105,17344,30
2106,17345,30
2107,17349,40
2108,17354,30
2109,17354,45
2110,17355,50
2111,17360,30
2112,17362,35
2113,17362,45
2114,17362,45
2115,17365,35
2116,17365,40
2117,17366,50
2118,17372,55
2119,17375,35
2120,17375,45
2121,17376,30
2122,17382,30
2123,17386,55
2124,17388,35
2125,17389,40
2126,17390,40
2127,17390,50
2128,17393,50
2129,17394,30
2130,17394,30
2131,17396,30
2132,17396,35
2133,17398,30
2134,17398,35
2135,17402,45
2136,17403,30
2137,17405,45
2138,17406,45
2139,17407,30
2140,17408,50
2141,17414,55
2142,17417,55
2143,17418,35
2144,17418,40
2145,17418,40
2146,17419,35
2147,17419,40
2148,17419,45
2149,17420,45
2150,17421,55
2151,17423,40
2152,17426,45
2153,17428,40
2154,17428,50
2155,17429,30
2156,17432,50
2157,17433,40
2158,17434,40
2159,17434,45
2160,17435,40
2161,17437,50
2162,17446,30
2163,17448,40
2164,17449,30
2165,17455,55
2166,17458,30
2167,17458,40
2168,17458,45
2169,17462,50
2170,17463,40
2171,17465,40
2172,17468,45
2173,17475,30
2174,17475,35
2175,17477,40
2176,17480,35
2177,17484,35
2178,17485,45
2179,17493,35
2180,17498,40
2181,17502,40
2182,17504,30
2183,17508,40
2184,17509,35
2185,17511,35
2186,17517,50
2187,17518,40
2188,17519,55
2189,17520,35
2190,17521,35
2191,17521,35
2192,17524,45
2193,17527,40
2194,17527,45
2195,17529,40
2196,17534,55
2197,17537,45
2198,17544,45
2199,17549,30
2200,17552,35
2201,17554,30
2202,17557,40
2203,17557,45
2204,17559,45
2205,17559,55
2206,17563,35
2207,17563,35
2208,17563,40
2209,17564,35
2210,17565,35
2211,17569,40
2212,17571,35
2213,17572,40
2214,17572,40
2215,17573,45
2216,17577,55
2217,17578,40
2218,17581,45
2219,17590,45
2220,17594,45
2221,17603,30
2222,17606,45
2223,17611,30
2224,17614,35
2225,17618,30
2226,17621,30
2227,17623,35
2228,17623,40
2229,17623,40
2230,17631,45
2231,17638,40
2232,17645,30
2233,17646,30
2234,17650,50
2235,17653,30
2236,17660,45
2237,17662,40
2238,17662,55
2239,17666,30
2240,17667,45
2241,17667,45
2242,17669,50
2243,17670,30
2244,17670,45
2245,17673,35
2246,17674,30
2247,17678,30
2248,17678,40
2249,17682,35
2250,17684,35
2251,17685,35
2252,17686,35
2253,17687,50
2254,17688,45
2255,17688,50
2256,17688,55
2257,17691,30
2258,17701,30
2259,17702,35
2260,17704,30
2261,17704,40
2262,17710,40
2263,17713,30
2264,17713,50
2265,17714,50
2266,17717,30
2267,17719,45
2268,17725,30
2269,17734,35
2270,17734,50
2271,17735,45
2272,17741,30
2273,17746,35
2274,17747,45
2275,17749,35
2276,17753,40
2277,17754,35
2278,17756,45
2279,17757,40
2280,17759,55
2281,17761,40
2282,17763,40
2283,17763,40
2284,17765,35
2285,17768,30
2286,17780,30
2287,17783,35
2288,17786,40
2289,17786,50
2290,17788,40
2291,17792,45
2292,17794,35
2293,17805,45
2294,17807,35
2295,17807,50
2296,17809,40
2297,17815,35
2298,17821,40
2299,17822,30
2300,17828,35
2301,17837,35
2302,17838,40
2303,17843,30
2304,17844,30
2305,17848,30
2306,17848,40
2307,17849,45
2308,17856,30
2309,17858,55
2310,17860,30
2311,17861,35
2312,17861,35
2313,17862,35
2314,17868,40
2315,17872,35
2316,17875,35
2317,17876,55
2318,17878,45
2319,17879,50
2320,17881,30
2321,17881,40
2322,17886,35
2323,17889,40
2324,17893,40
2325,17894,40
2326,17895,55
2327,17896,45
2328,17902,35
2329,17903,30
2330,17906,30
2331,17907,55
2332,17909,35
2333,17915,35
2334,17915,55
2335,17918,30
2336,17919,45
2337,17920,30
2338,17920,30
2339,17928,35
2340,17928,50
2341,17929,30
2342,17932,40
2343,17935,40
2344,17945,40
2345,17945,40
2346,17949,40
2347,17950,45
2348,17954,35
2349,17957,30
2350,17957,30
2351,17962,40
2352,17966,55
2353,17970,35
2354,17982,30
2355,17982,45
2356,17987,45
2357,17993,45
2358,17996,30
2359,17998,35
2360,18000,35
2361,18001,35
2362,18010,50
2363,18022,30
2364,18023,30
2365,18023,55
2366,18025,45
2367,18029,30
2368,18032,35
2369,18034,35
2370,18035,35
2371,18040,30
2372,18040,45
2373,18041,30
2374,18041,40
2375,18050,35
2376,18053,45
2377,18056,35
2378,18059,40
2379,18062,55
2380,18072,40
2381,18091,35
2382,18091,35
2383,18092,30
2384,18092,35
2385,18102,40
2386,18103,55
2387,18104,50
2388,18106,35
2389,18109,40
2390,18112,35
2391,18113,50
2392,18114,35
2393,18121,30
2394,18125,30
2395,18125,35
2396,18129,30
2397,18131,30
2398,18131,45
2399,18134,35
2400,18135,40
2401,18136,50
2402,18141,45
2403,18142,30
2404,18145,45
2405,18147,50
2406,18150,35
2407,18161,50
2408,18163,40
2409,18168,40
2410,18172,50
2411,18175,45
2412,18180,35
2413,18182,45
2414,18185,55
2415,18191,35
2416,18194,40
2417,18203,45
2418,18206,50
2419,18207,50
2420,18223,30
2421,18226,40
2422,18228,30
2423,18232,50
2424,18232,55
2425,18233,30
2426,18238,35
2427,18245,55
2428,18248,35
2429,18248,40
2430,18250,45
2431,18251,35
2432,18252,50
2433,18254,45
2434,18262,50
2435,18271,30
2436,18279,30
2437,18290,40
2438,18291,40
2439,18297,30
2440,18303,35
2441,18304,30
2442,18308,45
2443,18318,30
2444,18323,40
2445,18324,40
2446,18327,45
2447,18337,30
2448,18344,35
2449,18348,35
2450,18360,35
2451,18362,45
2452,18364,50
2453,18368,35
2454,18375,50
2455,18379,50
2456,18380,35
2457,18390,40
2458,18403,40
2459,18408,30
2460,18410,40
2461,18410,55
2462,18416,45
2463,18427,50
2464,18434,30
2465,18444,35
2466,18447,40
2467,18453,30
2468,18455,50
2469,18457,45
2470,18462,30
2471,18463,45
2472,18464,30
2473,18482,30
2474,18482,45
2475,18482,55
2476,18489,40
2477,18504,30
2478,18505,40
2479,18510,35
2480,18516,40
2481,18531,50
2482,18541,30
2483,18541,30
2484,18542,50
2485,18544,35
2486,18557,35
2487,18559,30
2488,18560,30
2489,18567,45
2490,18574,50
2491,18577,50
2492,18578,30
2493,18582,30
2494,18587,40
2495,18590,45
2496,18593,30
2497,18596,35
2498,18602,40
2499,18603,35
2500,18611,30
2501,18615,50
2502,18616,30
2503,18616,55
2504,18625,30
2505,18629,35
2506,18629,45
2507,18633,40
2508,18635,35
2509,18639,45
2510,18644,30
2511,18647,35
2512,18648,35
2513,18652,40
2514,18657,40
2515,18660,50
2516,18662,30
2517,18665,30
2518,18666,35
2519,18667,35
2520,18675,30
2521,18675,40
2522,18682,40
2523,18688,50
2524,18690,40
2525,18705,55
2526,18711,45
2527,18711,55
2528,18721,45
2529,18722,35
2530,18724,40
2531,18726,40
2532,18726,45
2533,18727,35
2534,18728,35
2535,18728,35
2536,18728,40
2537,18729,50
2538,18742,30
2539,18742,35
2540,18748,40
2541,18748,45
2542,18751,40
2543,18752,35
2544,18755,45
2545,18758,45
2546,18768,30
2547,18769,30
2548,18784,50
2549,18785,30
2550,18790,35
2551,18794,45
2552,18797,35
2553,18799,35
2554,18801,45
2555,18802,50
2556,18803,45
2557,18810,45
2558,18814,40
2559,18821,30
2560,18821,35
2561,18822,30
2562,18824,30
2563,18824,55
2564,18832,30
2565,18834,40
2566,18835,40
2567,18836,30
2568,18844,50
2569,18848,40
2570,18850,40
2571,18867,35
2572,18881,35
2573,18882,50
2574,18890,30
2575,18896,35
2576,18896,35
2577,18908,40
2578,18915,55
2579,18920,30
2580,18923,45
2581,18924,55
2582,18926,35
2583,18927,50
2584,18940,30
2585,18940,55
2586,18948,50
2587,18955,45
2588,18956,35
2589,18956,40
2590,18963,30
2591,18990,30
2592,18991,55
2593,18993,45
2594,18995,35
2595,18995,40
2596,19008,40
2597,19008,45
2598,19012,30
2599,19013,45
2600,19015,40
2601,19033,50
2602,19036,35
2603,19037,55
2604,19039,30
2605,19049,30
2606,19056,40
2607,19070,30
2608,19093,30
2609,19101,45
2610,19103,45
2611,19106,35
2612,19107,30
2613,19110,35
2614,19112,40
2615,19116,30
2616,19116,35
2617,19119,35
2618,19121,40
2619,19132,30
2620,19132,30
2621,19132,30
2622,19145,40
2623,19155,45
2624,19157,40
2625,19167,40
2626,19167,50
2627,19168,45
2628,19171,30
2629,19174,50
2630,19186,50
2631,19205,45
2632,19240,35
2633,19241,30
2634,19246,40
2635,19251,30
2636,19251,40
2637,19254,45
2638,19261,55
2639,19284,30
2640,19287,40
2641,19310,40
2642,19320,40
2643,19328,50
2644,19349,45
2645,19362,45
2646,19363,30
2647,19371,40
2648,19375,50
2649,19379,35
2650,19380,45
2651,19383,45
2652,19396,55
2653,19401,40
2654,19409,45
2655,19417,40
2656,19424,45
2657,19427,30
2658,19433,35
2659,19446,35
2660,19446,35
2661,19447,35
2662,19456,30
2663,19466,30
2664,19495,30
2665,19515,30
2666,19515,35
2667,19526,35
2668,19543,35
2669,19550,50
2670,19554,50
2671,19560,40
2672,19582,50
2673,19587,35
2674,19616,35
2675,19628,35
2676,19641,30
2677,19656,40
2678,19667,40
2679,19672,40
2680,19695,45
2681,19698,40
2682,19706,55
2683,19710,30
2684,19717,30
2685,19718,50
2686,19726,40
2687,19734,35
2688,19745,40
2689,19746,45
2690,19756,50
2691,19759,35
2692,19759,40
2693,19767,40
2694,19773,50
2695,19802,30
2696,19802,35
2697,19802,55
2698,19806,35
2699,19828,35
2700,19840,45
2701,19865,30
2702,19866,30
2703,19868,30
2704,19876,35
2705,19883,40
2706,19886,30
2707,19915,55
2708,19924,55
2709,19944,35
2710,19957,35
2711,19957,50
2712,19959,40
2713,19962,45
2714,19981,40
2715,20008,55
2716,20011,35
2717,20020,35
2718,20025,45
2719,20029,40
2720,20084,35
2721,20105,30
2722,20113,30
2723,20119,45
2724,20123,45
2725,20126,35
2726,20138,40
2727,20206,35
2728,20219,30
2729,20240,50
2730,20242,40
2731,20282,50
2732,20291,35
2733,20296,50
2734,20311,40
2735,20322,35
2736,20323,45
2737,20329,30
2738,20331,40
2739,20338,35
2740,20341,35
2741,20343,45
2742,20373,35
2743,20374,45
2744,20376,30
2745,20376,35
2746,20398,35
2747,20402,35
2748,20406,30
2749,20408,45
2750,20431,40
2751,20468,30
2752,20491,45
2753,20493,50
2754,20502,45
2755,20516,35
2756,20535,40
2757,20545,40
2758,20547,50
2759,20548,45
2760,20554,35
2761,20566,30
2762,20585,35
2763,20593,40
2764,20628,55
2765,20648,30
2766,20669,30
2767,20674,40
2768,20680,35
2769,20707,35
2770,20734,40
2771,20762,50
2772,20765,40
2773,20805,35
2774,20807,40
2775,20841,40
2776,20850,35
2777,20863,40
2778,20899,35
2779,20912,40
2780,20940,40
2781,20946,50
2782,20949,40
2783,20951,35
2784,20952,55
2785,21037,35
2786,21055,40
2787,21077,55
2788,21095,45
2789,21104,30
2790,21117,40
2791,21131,30
2792,21153,35
2793,21159,30
2794,21175,35
2795,21176,45
2796,21235,50
2797,21268,30
2798,21284,35
2799,21294,35
2800,21310,45
2801,21323,30
2802,21342,40
2803,21346,35
2804,21397,45
2805,21482,45
2806,21482,55
2807,21498,50
2808,21499,40
2809,21556,50
2810,21622,50
2811,21643,30
2812,21666,40
2813,21672,45
2814,21673,40
2815,21687,35
2816,21722,45
2817,21759,40
2818,21829,40
2819,21839,55
2820,21851,50
2821,21897,50
2822,21998,35
2823,22237,35
2824,22374,50
2825,22474,30
2826,22806,40
2827,23175,50
2828,23190,30
2829,25254,40
